,OA,Females total,Males total,[count] - Females - Infant [0-4],[count] - Females - Primary student [5-9],[count] - Females - Secondary student [10-15],[count] - Females - College student [16-17],[count] - Females - Universitarian / apprentice [18-24],[count] - Females - Young adult [25-39],[count] - Females - Middle-aged adult [40-49],[count] - Females - Senior adult [50-64],[count] - Females - Senior [65+],[count] - Males - Infant [0-4],[count] - Males - Primary student [5-9],[count] - Males - Secondary student [10-15],[count] - Males - College student [16-17],[count] - Males - Universitarian / apprentice [18-24],[count] - Males - Young adult [25-39],[count] - Males - Middle-aged adult [40-49],[count] - Males - Senior adult [50-64],[count] - Males - Senior [65+],[count] - Total - Infant [0-4],[count] - Total - Primary student [5-9],[count] - Total - Secondary student [10-15],[count] - Total - College student [16-17],[count] - Total - Universitarian / apprentice [18-24],[count] - Total - Young adult [25-39],[count] - Total - Middle-aged adult [40-49],[count] - Total - Senior adult [50-64],[count] - Total - Senior [65+],[%_in_OA] - Females - Infant [0-4],[%_in_OA] - Females - Primary student [5-9],[%_in_OA] - Females - Secondary student [10-15],[%_in_OA] - Females - College student [16-17],[%_in_OA] - Females - Universitarian / apprentice [18-24],[%_in_OA] - Females - Young adult [25-39],[%_in_OA] - Females - Middle-aged adult [40-49],[%_in_OA] - Females - Senior adult [50-64],[%_in_OA] - Females - Senior [65+],[%_in_OA] - Males - Infant [0-4],[%_in_OA] - Males - Primary student [5-9],[%_in_OA] - Males - Secondary student [10-15],[%_in_OA] - Males - College student [16-17],[%_in_OA] - Males - Universitarian / apprentice [18-24],[%_in_OA] - Males - Young adult [25-39],[%_in_OA] - Males - Middle-aged adult [40-49],[%_in_OA] - Males - Senior adult [50-64],[%_in_OA] - Males - Senior [65+],[%_in_OA] - Total - Infant [0-4],[%_in_OA] - Total - Primary student [5-9],[%_in_OA] - Total - Secondary student [10-15],[%_in_OA] - Total - College student [16-17],[%_in_OA] - Total - Universitarian / apprentice [18-24],[%_in_OA] - Total - Young adult [25-39],[%_in_OA] - Total - Middle-aged adult [40-49],[%_in_OA] - Total - Senior adult [50-64],[%_in_OA] - Total - Senior [65+],[shared_scale] - [%_in_OA] - Total - Infant [0-4],[shared_scale] - [%_in_OA] - Total - Primary student [5-9],[shared_scale] - [%_in_OA] - Total - Secondary student [10-15],[shared_scale] - [%_in_OA] - Total - College student [16-17],[shared_scale] - [%_in_OA] - Total - Universitarian / apprentice [18-24],[shared_scale] - [%_in_OA] - Total - Young adult [25-39],[shared_scale] - [%_in_OA] - Total - Middle-aged adult [40-49],[shared_scale] - [%_in_OA] - Total - Senior adult [50-64],[shared_scale] - [%_in_OA] - Total - Senior [65+]
198,E00023621,142.0,164.0,8.0,3.0,3.0,2.0,18.0,52.0,20.0,22.0,14.0,10.0,7.0,0.0,0.0,22.0,73.0,22.0,19.0,11.0,18.0,10.0,3.0,2.0,40.0,125.0,42.0,41.0,25.0,2.614,0.98,0.98,0.654,5.882,16.993,6.536,7.19,4.575,3.268,2.288,0.0,0.0,7.19,23.856,7.19,6.209,3.595,5.882,3.268,0.98,0.654,13.072,40.85,13.725,13.399,8.17,5.882,3.268,0.98,0.654,13.072,40.85,13.725,13.399,8.17
199,E00023622,159.0,155.0,10.0,14.0,9.0,0.0,12.0,28.0,32.0,33.0,21.0,5.0,7.0,4.0,1.0,19.0,38.0,21.0,36.0,24.0,15.0,21.0,13.0,1.0,31.0,66.0,53.0,69.0,45.0,3.185,4.459,2.866,0.0,3.822,8.917,10.191,10.51,6.688,1.592,2.229,1.274,0.318,6.051,12.102,6.688,11.465,7.643,4.777,6.688,4.14,0.318,9.873,21.019,16.879,21.975,14.331,4.777,6.688,4.14,0.318,9.873,21.019,16.879,21.975,14.331
200,E00023623,121.0,156.0,9.0,11.0,1.0,1.0,3.0,41.0,15.0,19.0,21.0,13.0,13.0,4.0,2.0,17.0,55.0,21.0,17.0,14.0,22.0,24.0,5.0,3.0,20.0,96.0,36.0,36.0,35.0,3.249,3.971,0.361,0.361,1.083,14.801,5.415,6.859,7.581,4.693,4.693,1.444,0.722,6.137,19.856,7.581,6.137,5.054,7.942,8.664,1.805,1.083,7.22,34.657,12.996,12.996,12.635,7.942,8.664,1.805,1.083,7.22,34.657,12.996,12.996,12.635
201,E00023624,93.0,106.0,4.0,3.0,1.0,0.0,8.0,22.0,7.0,15.0,33.0,8.0,2.0,5.0,1.0,6.0,31.0,7.0,22.0,24.0,12.0,5.0,6.0,1.0,14.0,53.0,14.0,37.0,57.0,2.01,1.508,0.503,0.0,4.02,11.055,3.518,7.538,16.583,4.02,1.005,2.513,0.503,3.015,15.578,3.518,11.055,12.06,6.03,2.513,3.015,0.503,7.035,26.633,7.035,18.593,28.643,6.03,2.513,3.015,0.503,7.035,26.633,7.035,18.593,28.643
202,E00023625,102.0,164.0,3.0,2.0,10.0,2.0,8.0,30.0,14.0,29.0,4.0,12.0,10.0,7.0,0.0,10.0,50.0,28.0,27.0,20.0,15.0,12.0,17.0,2.0,18.0,80.0,42.0,56.0,24.0,1.128,0.752,3.759,0.752,3.008,11.278,5.263,10.902,1.504,4.511,3.759,2.632,0.0,3.759,18.797,10.526,10.15,7.519,5.639,4.511,6.391,0.752,6.767,30.075,15.789,21.053,9.023,5.639,4.511,6.391,0.752,6.767,30.075,15.789,21.053,9.023
203,E00023626,132.0,163.0,10.0,7.0,3.0,1.0,16.0,51.0,20.0,14.0,10.0,3.0,7.0,6.0,2.0,17.0,78.0,19.0,23.0,8.0,13.0,14.0,9.0,3.0,33.0,129.0,39.0,37.0,18.0,3.39,2.373,1.017,0.339,5.424,17.288,6.78,4.746,3.39,1.017,2.373,2.034,0.678,5.763,26.441,6.441,7.797,2.712,4.407,4.746,3.051,1.017,11.186,43.729,13.22,12.542,6.102,4.407,4.746,3.051,1.017,11.186,43.729,13.22,12.542,6.102
204,E00023627,58.0,72.0,2.0,1.0,4.0,1.0,11.0,13.0,9.0,12.0,5.0,5.0,4.0,3.0,2.0,10.0,12.0,12.0,15.0,9.0,7.0,5.0,7.0,3.0,21.0,25.0,21.0,27.0,14.0,1.538,0.769,3.077,0.769,8.462,10.0,6.923,9.231,3.846,3.846,3.077,2.308,1.538,7.692,9.231,9.231,11.538,6.923,5.385,3.846,5.385,2.308,16.154,19.231,16.154,20.769,10.769,5.385,3.846,5.385,2.308,16.154,19.231,16.154,20.769,10.769
205,E00023628,124.0,132.0,5.0,5.0,3.0,1.0,24.0,52.0,10.0,10.0,14.0,9.0,3.0,2.0,3.0,16.0,47.0,19.0,14.0,19.0,14.0,8.0,5.0,4.0,40.0,99.0,29.0,24.0,33.0,1.953,1.953,1.172,0.391,9.375,20.312,3.906,3.906,5.469,3.516,1.172,0.781,1.172,6.25,18.359,7.422,5.469,7.422,5.469,3.125,1.953,1.562,15.625,38.672,11.328,9.375,12.891,5.469,3.125,1.953,1.562,15.625,38.672,11.328,9.375,12.891
206,E00023629,143.0,137.0,7.0,8.0,8.0,2.0,7.0,29.0,21.0,22.0,39.0,5.0,10.0,5.0,2.0,11.0,31.0,14.0,37.0,22.0,12.0,18.0,13.0,4.0,18.0,60.0,35.0,59.0,61.0,2.5,2.857,2.857,0.714,2.5,10.357,7.5,7.857,13.929,1.786,3.571,1.786,0.714,3.929,11.071,5.0,13.214,7.857,4.286,6.429,4.643,1.429,6.429,21.429,12.5,21.071,21.786,4.286,6.429,4.643,1.429,6.429,21.429,12.5,21.071,21.786
207,E00023630,104.0,152.0,6.0,0.0,1.0,0.0,12.0,43.0,16.0,11.0,15.0,7.0,5.0,3.0,1.0,5.0,84.0,21.0,17.0,9.0,13.0,5.0,4.0,1.0,17.0,127.0,37.0,28.0,24.0,2.344,0.0,0.391,0.0,4.688,16.797,6.25,4.297,5.859,2.734,1.953,1.172,0.391,1.953,32.812,8.203,6.641,3.516,5.078,1.953,1.562,0.391,6.641,49.609,14.453,10.938,9.375,5.078,1.953,1.562,0.391,6.641,49.609,14.453,10.938,9.375
208,E00023631,127.0,141.0,6.0,3.0,7.0,3.0,9.0,29.0,16.0,24.0,30.0,9.0,6.0,2.0,1.0,7.0,30.0,19.0,31.0,36.0,15.0,9.0,9.0,4.0,16.0,59.0,35.0,55.0,66.0,2.239,1.119,2.612,1.119,3.358,10.821,5.97,8.955,11.194,3.358,2.239,0.746,0.373,2.612,11.194,7.09,11.567,13.433,5.597,3.358,3.358,1.493,5.97,22.015,13.06,20.522,24.627,5.597,3.358,3.358,1.493,5.97,22.015,13.06,20.522,24.627
209,E00023632,114.0,114.0,9.0,10.0,1.0,0.0,6.0,25.0,16.0,19.0,28.0,8.0,3.0,7.0,1.0,4.0,28.0,20.0,23.0,20.0,17.0,13.0,8.0,1.0,10.0,53.0,36.0,42.0,48.0,3.947,4.386,0.439,0.0,2.632,10.965,7.018,8.333,12.281,3.509,1.316,3.07,0.439,1.754,12.281,8.772,10.088,8.772,7.456,5.702,3.509,0.439,4.386,23.246,15.789,18.421,21.053,7.456,5.702,3.509,0.439,4.386,23.246,15.789,18.421,21.053
210,E00023633,120.0,107.0,9.0,3.0,4.0,0.0,2.0,28.0,15.0,31.0,28.0,5.0,2.0,2.0,2.0,4.0,35.0,13.0,27.0,17.0,14.0,5.0,6.0,2.0,6.0,63.0,28.0,58.0,45.0,3.965,1.322,1.762,0.0,0.881,12.335,6.608,13.656,12.335,2.203,0.881,0.881,0.881,1.762,15.419,5.727,11.894,7.489,6.167,2.203,2.643,0.881,2.643,27.753,12.335,25.551,19.824,6.167,2.203,2.643,0.881,2.643,27.753,12.335,25.551,19.824
211,E00023634,134.0,129.0,4.0,11.0,10.0,3.0,3.0,21.0,27.0,29.0,26.0,4.0,11.0,3.0,0.0,4.0,19.0,26.0,38.0,24.0,8.0,22.0,13.0,3.0,7.0,40.0,53.0,67.0,50.0,1.521,4.183,3.802,1.141,1.141,7.985,10.266,11.027,9.886,1.521,4.183,1.141,0.0,1.521,7.224,9.886,14.449,9.125,3.042,8.365,4.943,1.141,2.662,15.209,20.152,25.475,19.011,3.042,8.365,4.943,1.141,2.662,15.209,20.152,25.475,19.011
212,E00023635,117.0,153.0,8.0,4.0,3.0,0.0,3.0,48.0,23.0,18.0,10.0,6.0,0.0,0.0,0.0,12.0,81.0,15.0,30.0,9.0,14.0,4.0,3.0,0.0,15.0,129.0,38.0,48.0,19.0,2.963,1.481,1.111,0.0,1.111,17.778,8.519,6.667,3.704,2.222,0.0,0.0,0.0,4.444,30.0,5.556,11.111,3.333,5.185,1.481,1.111,0.0,5.556,47.778,14.074,17.778,7.037,5.185,1.481,1.111,0.0,5.556,47.778,14.074,17.778,7.037
213,E00023636,167.0,234.0,16.0,7.0,0.0,1.0,17.0,67.0,15.0,23.0,21.0,8.0,11.0,7.0,0.0,16.0,110.0,32.0,28.0,22.0,24.0,18.0,7.0,1.0,33.0,177.0,47.0,51.0,43.0,3.99,1.746,0.0,0.249,4.239,16.708,3.741,5.736,5.237,1.995,2.743,1.746,0.0,3.99,27.431,7.98,6.983,5.486,5.985,4.489,1.746,0.249,8.229,44.14,11.721,12.718,10.723,5.985,4.489,1.746,0.249,8.229,44.14,11.721,12.718,10.723
214,E00023637,139.0,137.0,4.0,10.0,13.0,2.0,10.0,22.0,26.0,28.0,24.0,2.0,4.0,7.0,0.0,6.0,22.0,24.0,24.0,48.0,6.0,14.0,20.0,2.0,16.0,44.0,50.0,52.0,72.0,1.449,3.623,4.71,0.725,3.623,7.971,9.42,10.145,8.696,0.725,1.449,2.536,0.0,2.174,7.971,8.696,8.696,17.391,2.174,5.072,7.246,0.725,5.797,15.942,18.116,18.841,26.087,2.174,5.072,7.246,0.725,5.797,15.942,18.116,18.841,26.087
215,E00023638,105.0,135.0,3.0,5.0,5.0,2.0,10.0,31.0,10.0,21.0,18.0,5.0,1.0,2.0,1.0,14.0,50.0,21.0,27.0,14.0,8.0,6.0,7.0,3.0,24.0,81.0,31.0,48.0,32.0,1.25,2.083,2.083,0.833,4.167,12.917,4.167,8.75,7.5,2.083,0.417,0.833,0.417,5.833,20.833,8.75,11.25,5.833,3.333,2.5,2.917,1.25,10.0,33.75,12.917,20.0,13.333,3.333,2.5,2.917,1.25,10.0,33.75,12.917,20.0,13.333
216,E00023639,104.0,86.0,6.0,3.0,7.0,0.0,5.0,24.0,11.0,16.0,32.0,3.0,3.0,3.0,2.0,6.0,21.0,13.0,14.0,21.0,9.0,6.0,10.0,2.0,11.0,45.0,24.0,30.0,53.0,3.158,1.579,3.684,0.0,2.632,12.632,5.789,8.421,16.842,1.579,1.579,1.579,1.053,3.158,11.053,6.842,7.368,11.053,4.737,3.158,5.263,1.053,5.789,23.684,12.632,15.789,27.895,4.737,3.158,5.263,1.053,5.789,23.684,12.632,15.789,27.895
217,E00023640,130.0,151.0,4.0,6.0,7.0,4.0,7.0,23.0,16.0,37.0,26.0,8.0,5.0,6.0,1.0,11.0,39.0,19.0,30.0,32.0,12.0,11.0,13.0,5.0,18.0,62.0,35.0,67.0,58.0,1.423,2.135,2.491,1.423,2.491,8.185,5.694,13.167,9.253,2.847,1.779,2.135,0.356,3.915,13.879,6.762,10.676,11.388,4.27,3.915,4.626,1.779,6.406,22.064,12.456,23.843,20.641,4.27,3.915,4.626,1.779,6.406,22.064,12.456,23.843,20.641
218,E00023641,124.0,126.0,5.0,7.0,9.0,11.0,6.0,31.0,20.0,20.0,15.0,4.0,4.0,7.0,1.0,10.0,44.0,19.0,22.0,15.0,9.0,11.0,16.0,12.0,16.0,75.0,39.0,42.0,30.0,2.0,2.8,3.6,4.4,2.4,12.4,8.0,8.0,6.0,1.6,1.6,2.8,0.4,4.0,17.6,7.6,8.8,6.0,3.6,4.4,6.4,4.8,6.4,30.0,15.6,16.8,12.0,3.6,4.4,6.4,4.8,6.4,30.0,15.6,16.8,12.0
219,E00023643,138.0,140.0,9.0,15.0,3.0,1.0,6.0,51.0,21.0,14.0,18.0,4.0,2.0,4.0,1.0,7.0,67.0,21.0,19.0,15.0,13.0,17.0,7.0,2.0,13.0,118.0,42.0,33.0,33.0,3.237,5.396,1.079,0.36,2.158,18.345,7.554,5.036,6.475,1.439,0.719,1.439,0.36,2.518,24.101,7.554,6.835,5.396,4.676,6.115,2.518,0.719,4.676,42.446,15.108,11.871,11.871,4.676,6.115,2.518,0.719,4.676,42.446,15.108,11.871,11.871
220,E00023644,94.0,123.0,6.0,7.0,10.0,0.0,11.0,27.0,8.0,16.0,9.0,5.0,11.0,5.0,1.0,21.0,30.0,24.0,15.0,11.0,11.0,18.0,15.0,1.0,32.0,57.0,32.0,31.0,20.0,2.765,3.226,4.608,0.0,5.069,12.442,3.687,7.373,4.147,2.304,5.069,2.304,0.461,9.677,13.825,11.06,6.912,5.069,5.069,8.295,6.912,0.461,14.747,26.267,14.747,14.286,9.217,5.069,8.295,6.912,0.461,14.747,26.267,14.747,14.286,9.217
221,E00023646,98.0,85.0,4.0,2.0,6.0,1.0,9.0,19.0,16.0,18.0,23.0,7.0,0.0,1.0,6.0,6.0,23.0,12.0,14.0,16.0,11.0,2.0,7.0,7.0,15.0,42.0,28.0,32.0,39.0,2.186,1.093,3.279,0.546,4.918,10.383,8.743,9.836,12.568,3.825,0.0,0.546,3.279,3.279,12.568,6.557,7.65,8.743,6.011,1.093,3.825,3.825,8.197,22.951,15.301,17.486,21.311,6.011,1.093,3.825,3.825,8.197,22.951,15.301,17.486,21.311
222,E00023647,188.0,357.0,8.0,4.0,7.0,2.0,96.0,32.0,6.0,17.0,16.0,8.0,11.0,7.0,5.0,193.0,80.0,19.0,18.0,16.0,16.0,15.0,14.0,7.0,289.0,112.0,25.0,35.0,32.0,1.468,0.734,1.284,0.367,17.615,5.872,1.101,3.119,2.936,1.468,2.018,1.284,0.917,35.413,14.679,3.486,3.303,2.936,2.936,2.752,2.569,1.284,53.028,20.55,4.587,6.422,5.872,2.936,2.752,2.569,1.284,53.028,20.55,4.587,6.422,5.872
223,E00023648,154.0,200.0,11.0,10.0,13.0,5.0,13.0,36.0,13.0,25.0,28.0,16.0,10.0,11.0,11.0,38.0,42.0,23.0,27.0,22.0,27.0,20.0,24.0,16.0,51.0,78.0,36.0,52.0,50.0,3.107,2.825,3.672,1.412,3.672,10.169,3.672,7.062,7.91,4.52,2.825,3.107,3.107,10.734,11.864,6.497,7.627,6.215,7.627,5.65,6.78,4.52,14.407,22.034,10.169,14.689,14.124,7.627,5.65,6.78,4.52,14.407,22.034,10.169,14.689,14.124
224,E00023649,70.0,103.0,0.0,1.0,1.0,1.0,2.0,35.0,10.0,16.0,4.0,1.0,8.0,7.0,0.0,9.0,33.0,19.0,15.0,11.0,1.0,9.0,8.0,1.0,11.0,68.0,29.0,31.0,15.0,0.0,0.578,0.578,0.578,1.156,20.231,5.78,9.249,2.312,0.578,4.624,4.046,0.0,5.202,19.075,10.983,8.671,6.358,0.578,5.202,4.624,0.578,6.358,39.306,16.763,17.919,8.671,0.578,5.202,4.624,0.578,6.358,39.306,16.763,17.919,8.671
225,E00023650,98.0,90.0,3.0,4.0,5.0,2.0,14.0,22.0,8.0,20.0,20.0,2.0,6.0,3.0,6.0,8.0,23.0,15.0,8.0,19.0,5.0,10.0,8.0,8.0,22.0,45.0,23.0,28.0,39.0,1.596,2.128,2.66,1.064,7.447,11.702,4.255,10.638,10.638,1.064,3.191,1.596,3.191,4.255,12.234,7.979,4.255,10.106,2.66,5.319,4.255,4.255,11.702,23.936,12.234,14.894,20.745,2.66,5.319,4.255,4.255,11.702,23.936,12.234,14.894,20.745
226,E00023651,186.0,206.0,14.0,7.0,22.0,5.0,23.0,34.0,19.0,29.0,33.0,10.0,15.0,14.0,7.0,21.0,42.0,27.0,29.0,41.0,24.0,22.0,36.0,12.0,44.0,76.0,46.0,58.0,74.0,3.571,1.786,5.612,1.276,5.867,8.673,4.847,7.398,8.418,2.551,3.827,3.571,1.786,5.357,10.714,6.888,7.398,10.459,6.122,5.612,9.184,3.061,11.224,19.388,11.735,14.796,18.878,6.122,5.612,9.184,3.061,11.224,19.388,11.735,14.796,18.878
227,E00023652,42.0,66.0,4.0,0.0,1.0,0.0,1.0,14.0,5.0,14.0,3.0,3.0,4.0,2.0,0.0,4.0,22.0,13.0,12.0,6.0,7.0,4.0,3.0,0.0,5.0,36.0,18.0,26.0,9.0,3.704,0.0,0.926,0.0,0.926,12.963,4.63,12.963,2.778,2.778,3.704,1.852,0.0,3.704,20.37,12.037,11.111,5.556,6.481,3.704,2.778,0.0,4.63,33.333,16.667,24.074,8.333,6.481,3.704,2.778,0.0,4.63,33.333,16.667,24.074,8.333
228,E00023653,121.0,144.0,9.0,6.0,0.0,1.0,17.0,55.0,12.0,13.0,8.0,6.0,2.0,4.0,1.0,11.0,75.0,13.0,19.0,13.0,15.0,8.0,4.0,2.0,28.0,130.0,25.0,32.0,21.0,3.396,2.264,0.0,0.377,6.415,20.755,4.528,4.906,3.019,2.264,0.755,1.509,0.377,4.151,28.302,4.906,7.17,4.906,5.66,3.019,1.509,0.755,10.566,49.057,9.434,12.075,7.925,5.66,3.019,1.509,0.755,10.566,49.057,9.434,12.075,7.925
229,E00023655,107.0,131.0,6.0,11.0,0.0,0.0,13.0,42.0,16.0,10.0,9.0,4.0,1.0,4.0,0.0,11.0,65.0,23.0,12.0,11.0,10.0,12.0,4.0,0.0,24.0,107.0,39.0,22.0,20.0,2.521,4.622,0.0,0.0,5.462,17.647,6.723,4.202,3.782,1.681,0.42,1.681,0.0,4.622,27.311,9.664,5.042,4.622,4.202,5.042,1.681,0.0,10.084,44.958,16.387,9.244,8.403,4.202,5.042,1.681,0.0,10.084,44.958,16.387,9.244,8.403
230,E00023656,118.0,152.0,7.0,5.0,3.0,2.0,7.0,32.0,19.0,17.0,26.0,6.0,7.0,2.0,0.0,7.0,51.0,32.0,23.0,24.0,13.0,12.0,5.0,2.0,14.0,83.0,51.0,40.0,50.0,2.593,1.852,1.111,0.741,2.593,11.852,7.037,6.296,9.63,2.222,2.593,0.741,0.0,2.593,18.889,11.852,8.519,8.889,4.815,4.444,1.852,0.741,5.185,30.741,18.889,14.815,18.519,4.815,4.444,1.852,0.741,5.185,30.741,18.889,14.815,18.519
231,E00023657,127.0,160.0,4.0,18.0,13.0,3.0,9.0,25.0,13.0,23.0,19.0,3.0,1.0,4.0,5.0,7.0,53.0,28.0,31.0,28.0,7.0,19.0,17.0,8.0,16.0,78.0,41.0,54.0,47.0,1.394,6.272,4.53,1.045,3.136,8.711,4.53,8.014,6.62,1.045,0.348,1.394,1.742,2.439,18.467,9.756,10.801,9.756,2.439,6.62,5.923,2.787,5.575,27.178,14.286,18.815,16.376,2.439,6.62,5.923,2.787,5.575,27.178,14.286,18.815,16.376
232,E00023658,157.0,146.0,1.0,8.0,2.0,2.0,7.0,48.0,12.0,43.0,34.0,11.0,3.0,4.0,1.0,7.0,48.0,13.0,32.0,27.0,12.0,11.0,6.0,3.0,14.0,96.0,25.0,75.0,61.0,0.33,2.64,0.66,0.66,2.31,15.842,3.96,14.191,11.221,3.63,0.99,1.32,0.33,2.31,15.842,4.29,10.561,8.911,3.96,3.63,1.98,0.99,4.62,31.683,8.251,24.752,20.132,3.96,3.63,1.98,0.99,4.62,31.683,8.251,24.752,20.132
233,E00023659,84.0,92.0,3.0,0.0,5.0,0.0,3.0,15.0,15.0,23.0,20.0,7.0,3.0,6.0,0.0,5.0,23.0,14.0,14.0,20.0,10.0,3.0,11.0,0.0,8.0,38.0,29.0,37.0,40.0,1.705,0.0,2.841,0.0,1.705,8.523,8.523,13.068,11.364,3.977,1.705,3.409,0.0,2.841,13.068,7.955,7.955,11.364,5.682,1.705,6.25,0.0,4.545,21.591,16.477,21.023,22.727,5.682,1.705,6.25,0.0,4.545,21.591,16.477,21.023,22.727
234,E00023660,97.0,114.0,2.0,1.0,9.0,2.0,3.0,9.0,16.0,40.0,15.0,4.0,8.0,6.0,0.0,15.0,21.0,16.0,30.0,14.0,6.0,9.0,15.0,2.0,18.0,30.0,32.0,70.0,29.0,0.948,0.474,4.265,0.948,1.422,4.265,7.583,18.957,7.109,1.896,3.791,2.844,0.0,7.109,9.953,7.583,14.218,6.635,2.844,4.265,7.109,0.948,8.531,14.218,15.166,33.175,13.744,2.844,4.265,7.109,0.948,8.531,14.218,15.166,33.175,13.744
235,E00023661,124.0,176.0,1.0,8.0,7.0,1.0,11.0,37.0,17.0,27.0,15.0,13.0,10.0,4.0,5.0,12.0,60.0,23.0,31.0,18.0,14.0,18.0,11.0,6.0,23.0,97.0,40.0,58.0,33.0,0.333,2.667,2.333,0.333,3.667,12.333,5.667,9.0,5.0,4.333,3.333,1.333,1.667,4.0,20.0,7.667,10.333,6.0,4.667,6.0,3.667,2.0,7.667,32.333,13.333,19.333,11.0,4.667,6.0,3.667,2.0,7.667,32.333,13.333,19.333,11.0
236,E00023662,176.0,160.0,3.0,13.0,14.0,6.0,12.0,21.0,28.0,56.0,23.0,10.0,12.0,12.0,1.0,14.0,23.0,21.0,35.0,32.0,13.0,25.0,26.0,7.0,26.0,44.0,49.0,91.0,55.0,0.893,3.869,4.167,1.786,3.571,6.25,8.333,16.667,6.845,2.976,3.571,3.571,0.298,4.167,6.845,6.25,10.417,9.524,3.869,7.44,7.738,2.083,7.738,13.095,14.583,27.083,16.369,3.869,7.44,7.738,2.083,7.738,13.095,14.583,27.083,16.369
237,E00023663,99.0,110.0,4.0,1.0,5.0,3.0,6.0,14.0,9.0,31.0,26.0,4.0,1.0,8.0,3.0,8.0,20.0,16.0,26.0,24.0,8.0,2.0,13.0,6.0,14.0,34.0,25.0,57.0,50.0,1.914,0.478,2.392,1.435,2.871,6.699,4.306,14.833,12.44,1.914,0.478,3.828,1.435,3.828,9.569,7.656,12.44,11.483,3.828,0.957,6.22,2.871,6.699,16.268,11.962,27.273,23.923,3.828,0.957,6.22,2.871,6.699,16.268,11.962,27.273,23.923
238,E00023664,156.0,144.0,2.0,9.0,7.0,3.0,3.0,14.0,39.0,68.0,11.0,2.0,13.0,18.0,1.0,2.0,8.0,31.0,53.0,16.0,4.0,22.0,25.0,4.0,5.0,22.0,70.0,121.0,27.0,0.667,3.0,2.333,1.0,1.0,4.667,13.0,22.667,3.667,0.667,4.333,6.0,0.333,0.667,2.667,10.333,17.667,5.333,1.333,7.333,8.333,1.333,1.667,7.333,23.333,40.333,9.0,1.333,7.333,8.333,1.333,1.667,7.333,23.333,40.333,9.0
239,E00023665,132.0,112.0,1.0,11.0,3.0,2.0,4.0,29.0,26.0,33.0,23.0,5.0,4.0,15.0,1.0,3.0,44.0,11.0,21.0,8.0,6.0,15.0,18.0,3.0,7.0,73.0,37.0,54.0,31.0,0.41,4.508,1.23,0.82,1.639,11.885,10.656,13.525,9.426,2.049,1.639,6.148,0.41,1.23,18.033,4.508,8.607,3.279,2.459,6.148,7.377,1.23,2.869,29.918,15.164,22.131,12.705,2.459,6.148,7.377,1.23,2.869,29.918,15.164,22.131,12.705
240,E00023666,177.0,175.0,5.0,16.0,10.0,6.0,5.0,28.0,37.0,45.0,25.0,8.0,13.0,15.0,4.0,3.0,27.0,33.0,51.0,21.0,13.0,29.0,25.0,10.0,8.0,55.0,70.0,96.0,46.0,1.42,4.545,2.841,1.705,1.42,7.955,10.511,12.784,7.102,2.273,3.693,4.261,1.136,0.852,7.67,9.375,14.489,5.966,3.693,8.239,7.102,2.841,2.273,15.625,19.886,27.273,13.068,3.693,8.239,7.102,2.841,2.273,15.625,19.886,27.273,13.068
241,E00023668,79.0,102.0,4.0,2.0,9.0,1.0,7.0,20.0,12.0,11.0,13.0,3.0,2.0,2.0,0.0,7.0,36.0,13.0,22.0,17.0,7.0,4.0,11.0,1.0,14.0,56.0,25.0,33.0,30.0,2.21,1.105,4.972,0.552,3.867,11.05,6.63,6.077,7.182,1.657,1.105,1.105,0.0,3.867,19.89,7.182,12.155,9.392,3.867,2.21,6.077,0.552,7.735,30.939,13.812,18.232,16.575,3.867,2.21,6.077,0.552,7.735,30.939,13.812,18.232,16.575
242,E00023669,110.0,161.0,6.0,7.0,5.0,2.0,12.0,15.0,23.0,22.0,18.0,3.0,6.0,5.0,12.0,8.0,38.0,34.0,36.0,19.0,9.0,13.0,10.0,14.0,20.0,53.0,57.0,58.0,37.0,2.214,2.583,1.845,0.738,4.428,5.535,8.487,8.118,6.642,1.107,2.214,1.845,4.428,2.952,14.022,12.546,13.284,7.011,3.321,4.797,3.69,5.166,7.38,19.557,21.033,21.402,13.653,3.321,4.797,3.69,5.166,7.38,19.557,21.033,21.402,13.653
243,E00023670,153.0,153.0,5.0,12.0,16.0,3.0,7.0,26.0,24.0,39.0,21.0,7.0,17.0,11.0,2.0,14.0,36.0,18.0,30.0,18.0,12.0,29.0,27.0,5.0,21.0,62.0,42.0,69.0,39.0,1.634,3.922,5.229,0.98,2.288,8.497,7.843,12.745,6.863,2.288,5.556,3.595,0.654,4.575,11.765,5.882,9.804,5.882,3.922,9.477,8.824,1.634,6.863,20.261,13.725,22.549,12.745,3.922,9.477,8.824,1.634,6.863,20.261,13.725,22.549,12.745
244,E00023671,111.0,117.0,4.0,8.0,4.0,3.0,9.0,19.0,16.0,24.0,24.0,2.0,7.0,3.0,5.0,2.0,34.0,19.0,25.0,20.0,6.0,15.0,7.0,8.0,11.0,53.0,35.0,49.0,44.0,1.754,3.509,1.754,1.316,3.947,8.333,7.018,10.526,10.526,0.877,3.07,1.316,2.193,0.877,14.912,8.333,10.965,8.772,2.632,6.579,3.07,3.509,4.825,23.246,15.351,21.491,19.298,2.632,6.579,3.07,3.509,4.825,23.246,15.351,21.491,19.298
